DR_Dat,DR_Tim,DR_NChk,DR_NDoc,DR_Apt,DR_Kkm,DR_TDoc,DR_TPay,DR_CDrugs,DR_NDrugs,DR_Suppl,DR_Prod,DR_Kol,DR_CZak,DR_CRoz,DR_SDisc,DR_CDisc,DR_BCDisc,DR_TabEmpl,DR_VZak,DR_Pos
2022-08-11,11:50:18,1717,15002523,15,022573,Розничная реализация,15,2302,ОМЕЗ 20МГ. №30 КАПС. /Д-Р РЕДДИ/,Катрен г.Химки,Д-р Редди с Лабораторис Лтд / Dr.REDDY's,1.0,150.01,180.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,12:20:02,1718,15002523,15,022573,Розничная реализация,18,20382,ЛИЗОБАКТ №30 ТАБ. Д/РАСС. СУБЛИН.,Авеста,BOSNALIJEK (БОСНАЛЕК ),1.0,302.23,408.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,12:26:45,1719,15002523,15,022573,Розничная реализация,18,3968,СБОР ГРУДНОЙ №4 2Г. №20 ПАК. /КРАСНОГОРСК/,Пульс,КРАСНОГОРСКЛЕКСРЕДСТВА ОАО,1.0,94.9,135.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,12:26:45,1719,15002523,15,022573,Розничная реализация,18,3968,СБОР ГРУДНОЙ №4 2Г. №20 ПАК. /КРАСНОГОРСК/,Пульс,КРАСНОГОРСКЛЕКСРЕДСТВА ОАО,1.0,94.9,135.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,12:34:24,1720,15002523,15,022573,Розничная реализация,18,20847,ЭУТИРОКС 125МКГ. №100 ТАБ. /МЕРК/,Протек,Мерк КГаА для Никомед (NIKOMED ),1.0,148.83,176.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,12:34:24,1720,15002523,15,022573,Розничная реализация,18,481940,АКВАДЕТРИМ 15000МЕ/МЛ. 15МЛ. КАПЛИ Д/ПРИЕМА ВНУТРЬ ФЛ./КАП. (ВИТАМИН Д3 ВОДН.Р-Р) /МЕДАНА/,Катрен г.Химки,Польфарма Фармацевтический завод С.А.,1.0,237.59,287.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,12:42:18,1721,15002523,15,022573,Розничная реализация,15,114087,"ЧАЙ БИО Д/СЕРДЦА И СОСУДОВ 1,5Г. №20 ПАК. /ЭВАЛАР/ (БАД)",Катрен г.Химки,ЭВАЛАР,1.0,136.83,213.0,21.0,9.0,200010012932.0,53,1,1.0
2022-08-11,12:42:18,1721,15002523,15,022573,Розничная реализация,15,359890,"ЧАЙ БИО ПРИ ПРОСТУДЕ 1,5Г. №20 ПАК. /ЭВАЛАР/ (БАД)",ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ЭВАЛАР,1.0,140.3,218.0,21.0,9.0,200010012932.0,53,1,2.0
2022-08-11,12:44:24,1722,15002523,15,022573,Розничная реализация,15,436094,ЭВКАЛИПТА НАСТОЙКА 25МЛ. ФЛ. /БЭГРИФ/,ГК Надежда Фарм,БЭГРИФ,3.0,20.64,34.0,0.0,NULL,NULL,53,1,3.0
2022-08-11,12:44:24,1722,15002523,15,022573,Розничная реализация,15,414423,ПАРАЦЕТАМОЛ МЕДИСОРБ 500МГ. №30 ТАБ. /МЕДИСОРБ/,Катрен г.Химки,МЕДИСОРБ,1.0,23.49,29.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,12:44:24,1722,15002523,15,022573,Розничная реализация,15,3770,КАПОТЕН 25МГ. №28 ТАБ. /АКРИХИН/,Катрен г.Химки,Акрихин ХФК ОАО,1.0,145.64,177.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,12:53:23,1723,15002523,15,022573,Розничная реализация,15,432932,КАТЭНА 400МГ. №100 КАПС.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,Белупо Лекарства и косметика д.д / BELUPO /,0.5,1366.63,1709.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,12:59:57,1724,15002523,15,022573,Розничная реализация,18,28000,АНГИОВИТ №60 ТАБ. П/О /АЛТАЙВИТАМИНЫ/,Здравсервис,АЛТАЙВИТАМИНЫ,1.0,210.61,289.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,13:05:58,1725,15002523,15,022573,Розничная реализация,18,188015,КАФФЕТИН ЛАЙТ №12 ТАБ.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ALKALOIDA (АЛКАЛОИД ),1.0,146.87,205.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,13:05:58,1725,15002523,15,022573,Розничная реализация,18,188015,КАФФЕТИН ЛАЙТ №12 ТАБ.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ALKALOIDA (АЛКАЛОИД ),1.0,146.87,205.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,13:05:58,1725,15002523,15,022573,Розничная реализация,18,188015,КАФФЕТИН ЛАЙТ №12 ТАБ.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ALKALOIDA (АЛКАЛОИД ),1.0,147.64,206.0,0.0,NULL,NULL,53,1,3.0
2022-08-11,13:14:58,1726,15002523,15,022573,Розничная реализация,18,277119,НУРОФЕН ЭКСПРЕСС ФОРТЕ 400МГ. №10 КАПС. /РЕКИТТ БЕНКИЗЕР/,Катрен г.Химки,RECKITT BENCKISER Healthcare,1.0,171.9,205.0,0.0,NULL,NULL,53,1,6.0
2022-08-11,13:14:58,1726,15002523,15,022573,Розничная реализация,18,15694,ВИТАМИН С 250МГ. №20 ШИП.ТАБ. /ХЕМОФАРМ/,Катрен г.Химки,Хемофарм А.Д. (HEMOFARM ),1.0,199.25,277.0,0.0,NULL,NULL,53,1,3.0
2022-08-11,13:14:58,1726,15002523,15,022573,Розничная реализация,18,168705,НО-ШПА 40МГ. №24 ТАБ. /ХИНОИН/,Пульс,ОПЕЛЛА ХЕЛСКЕА ФРАНС САС,1.0,110.88,134.0,0.0,NULL,NULL,53,1,5.0
2022-08-11,13:14:58,1726,15002523,15,022573,Розничная реализация,18,497566,КАСТОРОВОЕ МАСЛО Д/ПРИЕМА ВНУТРЬ 30МЛ. ФЛ. /ИВАНОВСКАЯ ФФ/,Катрен г.Химки,ИВАНОВСКАЯ ФАРМ. ФАБРИКА,1.0,31.33,50.0,0.0,NULL,NULL,53,1,4.0
2022-08-11,13:14:58,1726,15002523,15,022573,Розничная реализация,18,508786,АЕВИТ 200МГ. №30 КАПС. /МЕЛИГЕН/,Катрен г.Химки,МЕЛИГЕН,1.0,61.23,87.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,13:14:58,1726,15002523,15,022573,Розничная реализация,18,142399,ПАКЕТ МАЙКА №1,"ООО ""КОМУС""",МЕЛИГЕН,1.0,2.0,3.0,0.0,NULL,NULL,53,1,7.0
2022-08-11,17:14:39,1760,15002523,15,022573,Розничная реализация,18,142399,ПАКЕТ МАЙКА №1,"ООО ""КОМУС""",МЕЛИГЕН,1.0,2.0,3.0,0.0,NULL,NULL,53,1,3.0
2022-08-11,17:46:28,1767,15002523,15,022573,Розничная реализация,15,142399,ПАКЕТ МАЙКА №1,"ООО ""КОМУС""",МЕЛИГЕН,1.0,2.0,3.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,18:23:39,1769,15002523,15,022573,Розничная реализация,18,142399,ПАКЕТ МАЙКА №1,"ООО ""КОМУС""",МЕЛИГЕН,1.0,2.0,3.0,0.0,NULL,NULL,53,1,3.0
2022-08-11,18:38:10,1772,15002523,15,022573,Розничная реализация,15,142399,ПАКЕТ МАЙКА №1,"ООО ""КОМУС""",МЕЛИГЕН,1.0,2.0,3.0,0.0,NULL,NULL,53,1,3.0
2022-08-11,20:09:20,1789,15002523,15,022573,Розничная реализация,18,142399,ПАКЕТ МАЙКА №1,"ООО ""КОМУС""",МЕЛИГЕН,1.0,2.0,3.0,0.0,NULL,NULL,53,1,8.0
2022-08-11,20:16:10,1790,15002523,15,022573,Розничная реализация,18,142399,ПАКЕТ МАЙКА №1,"ООО ""КОМУС""",МЕЛИГЕН,1.0,2.0,3.0,0.0,NULL,NULL,53,1,4.0
2022-08-11,13:14:58,1726,15002523,15,022573,Розничная реализация,18,389294,АСКОРБИНКА МИ-МИ-МИШКИ КЛУБНИКА 3Г. №10 ТАБ. КРУТКА,Протек,ЭКОФАРМ ООО,1.0,17.59,29.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,15:18:01,1743,15002523,15,022573,Розничная реализация,18,389294,АСКОРБИНКА МИ-МИ-МИШКИ КЛУБНИКА 3Г. №10 ТАБ. КРУТКА,Протек,ЭКОФАРМ ООО,2.0,17.59,29.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,13:21:04,1727,15002523,15,022573,Розничная реализация,18,321356,ЧАЙ БИО П/ДИАБЕТЕ №20 ПАК. /ЭВАЛАР/ (БАД),ГК Надежда Фарм,ЭВАЛАР,1.0,136.56,212.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,13:28:18,1728,15002523,15,022573,Розничная реализация,18,83705,"ТЕРАФЛЮ ЛИМОН ОТ ГРИППА И ПРОСТУДЫ 22,1Г. №10 ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ПАК.",ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ДЕЛЬФАРМ ОРЛЕАН ( DELPHARM ),0.4,459.5,575.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,13:34:09,1729,15002523,15,022573,Розничная реализация,18,9329,ДОЛГИТ 5% 100Г. КРЕМ Д/НАРУЖ.ПРИМ. ТУБА /ДОЛОРГИТ/,Пульс,DOLORGIET ( ДОЛОРГИТ ),1.0,196.94,234.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,13:38:05,1730,15002523,15,022573,Розничная реализация,18,162656,СЕНИ КЕЙР ПЕНКА Д/МЫТЬЯ И УХОДА ЗА ТЕЛОМ 250МЛ. [SENI],Здравсервис,Торунский завод перевяз.материалов А.О.,2.0,307.85,453.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,14:02:03,1731,15002523,15,022573,Розничная реализация,15,345542,АЦЕТИЛСАЛИЦИЛОВАЯ К-ТА 500МГ. №20 ТАБ. /ФАРМСТАНДАРТ/,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,"Фармстандарт-Томскхимфарм,ОАО",1.0,16.14,20.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,14:02:03,1731,15002523,15,022573,Розничная реализация,15,400035,АНАЛЬГИН 500МГ. №20 ТАБ. /ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,37.47,57.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,17:14:39,1760,15002523,15,022573,Розничная реализация,18,400035,АНАЛЬГИН 500МГ. №20 ТАБ. /ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,37.47,57.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,18:40:22,1773,15002523,15,022573,Розничная реализация,18,400035,АНАЛЬГИН 500МГ. №20 ТАБ. /ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,37.47,57.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,14:03:15,1732,15002523,15,022573,Розничная реализация,18,18118,БРАЛ 500МГ. №20 ТАБ.,Катрен г.Химки,Микро лабс Лтд (MICRO ),1.0,102.05,142.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,14:16:15,1733,15002523,15,022573,Розничная реализация,18,198198,"ГРАММИДИН ДЕТСК. 1,5МГ+1МГ. №18 ТАБ. 4+",ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ВАЛЕНТА ФАРМ,1.0,330.65,447.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,14:26:31,1734,15002523,15,022573,Розничная реализация,18,10253,"БАРАЛГИН М 500МГ/МЛ. 5МЛ. №5 Р-Р Д/В/М,В/В АМП.",ЕАПТЕКА ООО,АВЕНТИС ФАРМА ЛТД,1.0,310.31,325.0,0.0,NULL,NULL,53,2,1.0
2022-08-11,14:26:31,1734,15002523,15,022573,Розничная реализация,18,10253,"БАРАЛГИН М 500МГ/МЛ. 5МЛ. №5 Р-Р Д/В/М,В/В АМП.",ЕАПТЕКА ООО,АВЕНТИС ФАРМА ЛТД,1.0,310.31,325.0,0.0,NULL,NULL,53,2,2.0
2022-08-11,14:26:31,1734,15002523,15,022573,Розничная реализация,18,10253,"БАРАЛГИН М 500МГ/МЛ. 5МЛ. №5 Р-Р Д/В/М,В/В АМП.",ЕАПТЕКА ООО,АВЕНТИС ФАРМА ЛТД,1.0,310.31,325.0,0.0,NULL,NULL,53,2,3.0
2022-08-11,14:28:33,1735,15002523,15,022573,Розничная реализация,15,14920,ОМЕПРАЗОЛ-АКРИХИН 20МГ. №30 КАПС. КШ/РАСТВ. /АКРИХИН/,Катрен г.Химки,Акрихин ХФК ОАО,1.0,54.85,69.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,14:54:35,1739,15002523,15,022573,Розничная реализация,18,14920,ОМЕПРАЗОЛ-АКРИХИН 20МГ. №30 КАПС. КШ/РАСТВ. /АКРИХИН/,Катрен г.Химки,Акрихин ХФК ОАО,1.0,54.85,69.0,3.0,9.0,200010015145.0,53,1,3.0
2022-08-11,14:30:21,1736,15002523,15,022573,Розничная реализация,18,16672,МЕНОПЕЙС №30 КАПС.,Фармкомплект ООО,VITABIOTICS (ВИТАБИОТИКС ),1.0,637.62,823.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,14:37:27,1737,15002523,15,022573,Розничная реализация,15,27591,НУРОФЕН ФОРТЕ 400МГ. №12 ТАБ. П/О /РЕКИТТ БЕНКИЗЕР/,Пульс,РЕККИТ БЕНКИЗЕР ХЕЛС,1.0,85.98,106.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,14:41:42,1738,15002523,15,022573,Розничная реализация,18,267955,ТРОМБО АСС 100МГ. №100 ТАБ.КШ/РАСТВ. П/П/О /Г.Л.ФАРМА/,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,G.L.PHARMA GMBH / Г Л  ФАРМА,1.0,130.61,157.0,7.0,9.0,200010014280.0,53,1,1.0
2022-08-11,14:54:35,1739,15002523,15,022573,Розничная реализация,18,4800,ЛОПЕРАМИД-АКРИХИН 2МГ. №20 КАПС. /АКРИХИН/,Катрен г.Химки,Акрихин ХФК ОАО,1.0,42.13,53.0,2.0,9.0,200010015145.0,53,1,1.0
2022-08-11,14:54:35,1739,15002523,15,022573,Розничная реализация,18,4800,ЛОПЕРАМИД-АКРИХИН 2МГ. №20 КАПС. /АКРИХИН/,Катрен г.Химки,Акрихин ХФК ОАО,1.0,42.13,53.0,2.0,9.0,200010015145.0,53,1,2.0
2022-08-11,14:56:15,1740,15002523,15,022573,Розничная реализация,15,27591,НУРОФЕН ФОРТЕ 400МГ. №12 ТАБ. П/О /РЕКИТТ БЕНКИЗЕР/,Пульс,РЕККИТ БЕНКИЗЕР ХЕЛС,1.0,84.78,104.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,14:59:42,1741,15002523,15,022573,Розничная реализация,18,560022,УНИПЛАСТ ЛЕЙКОПЛАСТ. БАКТЕР. АМОРТИЗ. №12,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ВЕРОФАРМ АО,1.0,86.75,137.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,15:00:21,1742,15002523,15,022573,Розничная реализация,15,432932,КАТЭНА 400МГ. №100 КАПС.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,Белупо Лекарства и косметика д.д / BELUPO /,0.5,1366.63,1709.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,15:18:01,1743,15002523,15,022573,Розничная реализация,18,325461,ФЛЕБАВЕН 500МГ. №64 ТАБ. П/П/О,Катрен г.Химки,КРКА-Рус ООО (KRKA ),1.0,1047.39,1310.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,15:20:56,1744,15002523,15,022573,Розничная реализация,15,82351,БАКЛОСАН 25МГ. №50 ТАБ. /ПОЛЬФАРМА/,Катрен г.Химки,Польфарма Фармацевтический завод С.А.,1.0,411.05,493.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,15:40:07,1745,15002523,15,022573,Розничная реализация,18,575599,"ТРАВИСИЛАЛФ МЕД+ЛИМОН 2,5Г. №16 ЛЕДЕНЦЫ [TRAVISILALF]",Катрен г.Химки,MEHTA HERBALS PVT. LTD,1.0,89.72,141.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,15:49:14,1747,15002523,15,022573,Розничная реализация,18,496504,"НАФТИЗИН 0,1% 15МЛ. НАЗАЛ.КАПЛИ ФЛ./КАП. /ЛЕККО/",Катрен г.Химки,ЛЕККО ФФ ЗАО,5.0,16.05,22.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,18:40:22,1773,15002523,15,022573,Розничная реализация,18,496504,"НАФТИЗИН 0,1% 15МЛ. НАЗАЛ.КАПЛИ ФЛ./КАП. /ЛЕККО/",Катрен г.Химки,ЛЕККО ФФ ЗАО,6.0,16.05,22.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,19:44:25,1787,15002523,15,022573,Розничная реализация,18,496504,"НАФТИЗИН 0,1% 15МЛ. НАЗАЛ.КАПЛИ ФЛ./КАП. /ЛЕККО/",Катрен г.Химки,ЛЕККО ФФ ЗАО,10.0,16.05,22.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,15:51:00,1748,15002523,15,022573,Розничная реализация,18,461,ДОПЕГИТ 250МГ. №50 ТАБ. /ЭГИС/,Пульс,EGIS,1.0,401.19,485.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,15:55:04,1749,15002523,15,022573,Розничная реализация,18,440395,ЦИТРАМОН П №30 ТАБ. /МЕДИСОРБ/,Катрен г.Химки,МЕДИСОРБ,1.0,37.07,57.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,15:55:04,1749,15002523,15,022573,Розничная реализация,18,440395,ЦИТРАМОН П №30 ТАБ. /МЕДИСОРБ/,Катрен г.Химки,МЕДИСОРБ,1.0,37.07,57.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,15:58:55,1750,15002523,15,022573,Розничная реализация,18,413067,"КСИЛЕН 0,1% 20МЛ. №1 НАЗАЛ.КАПЛИ ФЛ./КАП. /ВЕРОФАРМ/",Катрен г.Химки,ВЕРОФАРМ/ЛЭНС,1.0,46.79,59.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,16:03:02,1751,15002523,15,022573,Розничная реализация,15,432932,КАТЭНА 400МГ. №100 КАПС.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,Белупо Лекарства и косметика д.д / BELUPO /,0.5,1366.63,1709.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,16:05:52,1752,15002523,15,022573,Розничная реализация,15,114886,"БЕТОФТАН 0,5% 5МЛ. ГЛ.КАПЛИ ФЛ./КАП.",Фармкомплект ООО,РОМФАРМ КОМПАНИ ( ROMPHARM ),1.0,252.82,347.0,104.0,939.0,200000000042.0,53,1,1.0
2022-08-11,16:08:59,1753,15002523,15,022573,Розничная реализация,15,62865,МАСЛО ЛЬНЯНОЕ №60 КАПС.,ГК Надежда Фарм,РЕАЛКАПС ЗАО,1.0,125.06,194.0,67.0,939.0,200000000042.0,53,1,1.0
2022-08-11,16:13:57,1754,15002523,15,022573,Розничная реализация,15,1106,"СЕНАДЕ 13,5МГ. №500 ТАБ. /ЦИПЛА/",Катрен г.Химки,Ципла Лтд,0.08,491.77,592.0,2.36,9.0,200010019911.0,53,1,1.0
2022-08-11,16:17:06,1755,15002523,15,022573,Розничная реализация,18,339241,МАСЛО ОБЛЕПИХОВОЕ 500МГ. №10 СУПП. РЕКТ. /ДАЛЬХИМФАРМ/,ЕАПТЕКА ООО,Дальхимфарм ОАО,1.0,91.63,96.0,0.0,NULL,NULL,53,2,1.0
2022-08-11,16:17:06,1755,15002523,15,022573,Розничная реализация,18,142036,ПЕНТАЛГИН №24 ТАБ. П/П/О /ОТИСИФАРМ/,ЕАПТЕКА ООО,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,248.27,260.0,0.0,NULL,NULL,53,2,2.0
2022-08-11,16:27:53,1756,15002523,15,022573,Розничная реализация,18,304250,БАРСУЧОК БАЛЬЗАМ МАССАЖНЫЙ Д/ДЕТЕЙ РАЗОГР. 3+ 50МЛ.,Здравсервис,КОРВЕТ ФАРМА,1.0,86.97,137.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,16:27:53,1756,15002523,15,022573,Розничная реализация,18,102624,БАРСУКОР БАРСУЧИЙ ЖИР 100МЛ. ФЛ.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,Багира ООО,1.0,253.73,386.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,16:27:53,1756,15002523,15,022573,Розничная реализация,18,122067,ЛОШАДИНАЯ СИЛА БАЛЬЗАМ-ГЕЛЬ Д/ТЕЛА РЕЛАКСИР. 500МЛ.,Катрен г.Химки,БИОФАРМЛАБ,1.0,464.01,683.0,0.0,NULL,NULL,53,1,3.0
2022-08-11,16:27:53,1756,15002523,15,022573,Розничная реализация,18,159407,ЛОШАДИНАЯ СИЛА ГЕЛЬ ТОНИЗИР. КОНСК.КАШТАН+ЭКСТРАКТ ПИЯВКИ 500МЛ.,Катрен г.Химки,БИОФАРМЛАБ,1.0,709.91,1009.0,0.0,NULL,NULL,53,1,4.0
2022-08-11,16:40:19,1757,15002523,15,022573,Розничная реализация,15,340448,СУМАТРИПТАН 100МГ. №10 ТАБ. П/П/О /КАНОНФАРМА/,Катрен г.Химки,КАНОНФАРМА ПРОДАКШН,1.0,622.08,803.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,16:45:03,1758,15002523,15,022573,Розничная реализация,15,304467,ИМОДИУМ 2МГ. №10 ТАБ.ЛИОФ. /ЯНССЕН/,Норман,Янссен Силаг АГ/Силаг АГ,1.0,195.7,237.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,18:57:26,1777,15002523,15,022573,Розничная реализация,18,304467,ИМОДИУМ 2МГ. №10 ТАБ.ЛИОФ. /ЯНССЕН/,Норман,Янссен Силаг АГ/Силаг АГ,1.0,195.7,237.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,16:45:03,1758,15002523,15,022573,Розничная реализация,15,51587,"СТЭЛМАС ВОДА 1,5Л. Н/ГАЗ. [STELMAS]",ООО ИДВ,ВОДЫ ЗДОРОВЬЯ,1.0,30.9,51.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,16:45:03,1758,15002523,15,022573,Розничная реализация,15,6402,ФЕРРОГЕМАТОГЕН 50Г. ПАСТИЛКА ЖЕВ. (ПЛИТКА),Пульс,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,29.95,49.0,0.0,NULL,NULL,53,1,3.0
2022-08-11,19:12:25,1780,15002523,15,022573,Розничная реализация,15,6402,ФЕРРОГЕМАТОГЕН 50Г. ПАСТИЛКА ЖЕВ. (ПЛИТКА),Пульс,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,29.95,49.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,17:09:40,1759,15002523,15,022573,Розничная реализация,15,432932,КАТЭНА 400МГ. №100 КАПС.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,Белупо Лекарства и косметика д.д / BELUPO /,0.5,1366.63,1709.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,17:14:39,1760,15002523,15,022573,Розничная реализация,18,354089,УГОЛЬ АКТИВИРОВАННЫЙ 250МГ. №50 ТАБ. /ФАРМСТАНДАРТ ЛЕКСРЕДСТВА/,Пульс,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,39.58,61.0,0.0,NULL,NULL,53,1,4.0
2022-08-11,17:14:39,1760,15002523,15,022573,Розничная реализация,18,29802,ЗОДАК 10МГ. №10 ТАБ. П/П/О /ЗЕНТИВА/,ГК Надежда Фарм,ЗЕНТИВА А.С.,1.0,87.24,109.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,17:20:37,1761,15002523,15,022573,Розничная реализация,18,44816,НООПЕПТ 10МГ. №50 ТАБ.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,"Фармстандарт-Томскхимфарм,ОАО",1.0,375.77,508.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,17:20:37,1761,15002523,15,022573,Розничная реализация,18,291714,"СТЭЛМАС ВОДА 1,5Л. ГАЗ. [STELMAS]",СТЭЛМАС-Д ООО,ВОДЫ ЗДОРОВЬЯ,1.0,31.5,52.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,17:22:52,1762,15002523,15,022573,Розничная реализация,18,157879,ЦЕТРИН 10МГ. №30 ТАБ. П/П/О /Д-Р РЕДДИ/,Катрен г.Химки,Д-р Редди с Лабораторис Лтд / Dr.REDDY's,1.0,200.49,241.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,17:27:45,1763,15002523,15,022573,Розничная реализация,15,18836,ТАУФОН 4% 10МЛ. №1 ГЛ.КАПЛИ ФЛ./КАП. /ОТИСИФАРМ/ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ УФАВИТА,1.0,109.1,123.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,17:33:16,1764,15002523,15,022573,Розничная реализация,18,20848,ЭУТИРОКС 75МКГ. №100 ТАБ. /МЕРК/,Катрен г.Химки,Мерк КГаА для Никомед (NIKOMED ),1.0,105.13,125.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,17:40:30,1765,15002523,15,022573,Розничная реализация,18,29590,ФЛЕБОДИА 600МГ. №30 ТАБ. П/П/О,Пульс,Иннотера Шузи (INNOTERA),1.0,1193.96,1553.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,17:43:29,1766,15002523,15,022573,Розничная реализация,15,318348,"СФМ ШПРИЦ 5МЛ. 3-Х КОМП. 0,7Х40ММ 22G №10 [SFM]",Катрен г.Химки,SFM HOSPITAL PRODUCTS GMBH,0.2,103.49,161.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,17:46:28,1767,15002523,15,022573,Розничная реализация,15,432932,КАТЭНА 400МГ. №100 КАПС.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,Белупо Лекарства и косметика д.д / BELUPO /,0.5,1366.63,1709.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,18:18:25,1768,15002523,15,022573,Розничная реализация,18,1177,СУПРАСТИН 25МГ. №20 ТАБ. /ЭГИС/,Катрен г.Химки,Эгис АО фармацевтический завод /EGIS,1.0,107.51,130.0,0.0,NULL,NULL,53,1,1.0
2022-08-11,18:23:39,1769,15002523,15,022573,Розничная реализация,18,1185,ТАВЕГИЛ 1МГ. №20 ТАБ.,Катрен г.Химки,Смиткляйн Бичем Фармасьютикалз,1.0,239.29,328.0,0.0,NULL,NULL,53,1,6.0
2022-08-11,18:23:39,1769,15002523,15,022573,Розничная реализация,18,128022,КОРИНФАР 10МГ. №100 ТАБ.ПРОЛОНГ. П/П/О /АВД ФАРМА/ТЕВА/,ПрофитМед,TEVA,1.0,121.11,142.0,0.0,NULL,NULL,53,1,2.0
2022-08-11,18:23:39,1769,15002523,15,022573,Розничная реализация,18,328252,ПЕРТУССИН-ЭКО 100МЛ. СИРОП ФЛ. /ЭКОЛАБ/,Катрен г.Химки,ЭКОЛАБ ЗАО,1.0,40.02,61.0,0.0,NULL,NULL,53,1,4.0
